02715677-a	http://wnpt.brlcloud.com/wn/synset?id=02715677-a	Ephesian	adj.pert	nil	08788326-n	http://wnpt.brlcloud.com/wn/synset?id=08788326-n	Ephesus	noun.location	City@
03064520-a	http://wnpt.brlcloud.com/wn/synset?id=03064520-a	Eritrean	adj.pert	StateOrProvince@	08777544-n	http://wnpt.brlcloud.com/wn/synset?id=08777544-n	Eritrea	noun.location	Eritrea=
02723158-a	http://wnpt.brlcloud.com/wn/synset?id=02723158-a	Estonian	adj.pert	Nation@	09012297-n	http://wnpt.brlcloud.com/wn/synset?id=09012297-n	Estonia	noun.location	Estonia=
03064693-a	http://wnpt.brlcloud.com/wn/synset?id=03064693-a	Ethiopian	adj.pert	Nation@	08778061-n	http://wnpt.brlcloud.com/wn/synset?id=08778061-n	Ethiopia	noun.location	Ethiopia=
03065969-a	http://wnpt.brlcloud.com/wn/synset?id=03065969-a	Fijian	adj.pert	Nation@	08779149-n	http://wnpt.brlcloud.com/wn/synset?id=08779149-n	Fiji	noun.location	Fiji=
03066180-a	http://wnpt.brlcloud.com/wn/synset?id=03066180-a	Filipino	adj.pert	Nation@	08981244-n	http://wnpt.brlcloud.com/wn/synset?id=08981244-n	Philippines	noun.location	Philippines=
02959553-a	http://wnpt.brlcloud.com/wn/synset?id=02959553-a	Finnish	adj.pert	Nation@	08779504-n	http://wnpt.brlcloud.com/wn/synset?id=08779504-n	Finland	noun.location	Finland=
03066448-a	http://wnpt.brlcloud.com/wn/synset?id=03066448-a	Flemish	adj.pert	LandArea@	08849549-n	http://wnpt.brlcloud.com/wn/synset?id=08849549-n	Flanders	noun.location	Nation@
02904916-a	http://wnpt.brlcloud.com/wn/synset?id=02904916-a	Florentine	adj.pert	City@	08812166-n	http://wnpt.brlcloud.com/wn/synset?id=08812166-n	Florence	noun.location	City@
02958392-a	http://wnpt.brlcloud.com/wn/synset?id=02958392-a	French	adj.pert	Nation@	08929922-n	http://wnpt.brlcloud.com/wn/synset?id=08929922-n	France	noun.location	France=
02732405-a	http://wnpt.brlcloud.com/wn/synset?id=02732405-a	Frisian	adj.pert	Human+	08951777-n	http://wnpt.brlcloud.com/wn/synset?id=08951777-n	Frisia	noun.location	GeographicArea@
02732405-a	http://wnpt.brlcloud.com/wn/synset?id=02732405-a	Frisian	adj.pert	Human+	08951385-n	http://wnpt.brlcloud.com/wn/synset?id=08951385-n	Friesland	noun.location	StateOrProvince@
